MASTER-0:	Parameter Configuration:
MASTER-0:	activity = action
MASTER-0:	blocking = result
MASTER-0:	delta = 0
MASTER-0:	iterations = 1000
MASTER-0:	period = undefined
MASTER-0:	ratio = 1
MASTER-0:	parameter_size = 1000
MASTER-0:	workers = 8
MASTER-0:	master_activity = undefined
MASTER-0:	master_blocking = undefined
MASTER-0:	master_delta = undefined
MASTER-0:	warmup = 0
MASTER-0:	delay = 50
MASTER-0:	pp_delay = 20000
MASTER-0:	burst_timing = undefined
MASTER-0:	setup = true
MASTER-0:	teardown = true
MASTER-0:	config_file = /home/max/.wskprops
MASTER-0:	event_trigger = testTrigger
MASTER-0:	test_action = testAction
MASTER-0:	payload_file = undefined
MASTER-0:	quiet = undefined
MASTER-0:	master_apart = undefined
MASTER-0:	-----

MASTER-0:	Generating invocation parameters
MASTER-0:	Parameters: {
    "sleep": 50,
    "message": "AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA"
}
MASTER-0:	Loading wskprops
MASTER-0:	APIHOST = https://192.168.5.13
MASTER-0:	AUTH = 23bc46b1-71f6-4ed5-8c54-816aa4f8c502:123zO3xZCLrMN6v2BKK1dXYFpXlPkccOFqm12CdAsMgRU4VrNZ9lyGVCGuMDGIwP
MASTER-0:	-----

MASTER-0:	SETUP: ./setup.sh s 1 testTrigger testAction --apihost https://192.168.5.13 --auth 23bc46b1-71f6-4ed5-8c54-816aa4f8c502:123zO3xZCLrMN6v2BKK1dXYFpXlPkccOFqm12CdAsMgRU4VrNZ9lyGVCGuMDGIwP -i
MASTER-0:	Start measurement.
WORKER-1:	Start measurement.
WORKER-2:	Start measurement.
WORKER-3:	Start measurement.
WORKER-4:	Start measurement.
WORKER-6:	Start measurement.
WORKER-5:	Start measurement.
WORKER-7:	Start measurement.
MASTER-0:	Stop measurement. Start post-processing after 20000 msec
MASTER-0:	bi,	as,	ae,	ts,	ta,	oea,	oer,	d,	ad,	ai,	ora,	rtt,	ortt
WORKER-4:	1697039112394,	1697039112502,	1697039112555,	undefined,	undefined,	108,	111,	50,	53,	1697039112566,	11,	172,	122
MASTER-0:	1697039112045,	1697039112152,	1697039112205,	undefined,	undefined,	107,	110,	50,	53,	1697039112217,	12,	172,	122
WORKER-7:	1697039112765,	1697039112863,	1697039112916,	undefined,	undefined,	98,	101,	50,	53,	1697039112928,	12,	163,	113
WORKER-1:	1697039111568,	1697039111671,	1697039111729,	undefined,	undefined,	103,	110,	51,	58,	1697039111743,	14,	175,	124
WORKER-3:	1697039113622,	1697039113702,	1697039113756,	undefined,	undefined,	80,	84,	50,	54,	1697039113766,	10,	144,	94
WORKER-6:	1697039114442,	1697039114551,	1697039114604,	undefined,	undefined,	109,	111,	51,	53,	1697039114615,	11,	173,	122
WORKER-4:	1697039112566,	1697039112644,	1697039112697,	undefined,	undefined,	78,	81,	50,	53,	1697039112708,	11,	142,	92
WORKER-1:	1697039111743,	1697039111809,	1697039111863,	undefined,	undefined,	66,	70,	50,	54,	1697039111876,	13,	133,	83
MASTER-0:	1697039112217,	1697039112290,	1697039112343,	undefined,	undefined,	73,	75,	51,	53,	1697039112354,	11,	137,	86
WORKER-7:	1697039112928,	1697039113036,	1697039113089,	undefined,	undefined,	108,	111,	50,	53,	1697039113100,	11,	172,	122
WORKER-3:	1697039113766,	1697039113853,	1697039113906,	undefined,	undefined,	87,	90,	50,	53,	1697039113919,	13,	153,	103
WORKER-6:	1697039114615,	1697039114706,	1697039114759,	undefined,	undefined,	91,	93,	51,	53,	1697039114769,	10,	154,	103
WORKER-4:	1697039112708,	1697039112805,	1697039112858,	undefined,	undefined,	97,	100,	50,	53,	1697039112871,	13,	163,	113
WORKER-1:	1697039111876,	1697039111979,	1697039112031,	undefined,	undefined,	103,	106,	49,	52,	1697039112044,	13,	168,	119
WORKER-7:	1697039113100,	1697039113168,	1697039113221,	undefined,	undefined,	68,	70,	51,	53,	1697039113232,	11,	132,	81
MASTER-0:	1697039112354,	1697039112445,	1697039112498,	undefined,	undefined,	91,	94,	50,	53,	1697039112510,	12,	156,	106
WORKER-3:	1697039113919,	1697039114025,	1697039114080,	undefined,	undefined,	106,	111,	50,	55,	1697039114092,	12,	173,	123
WORKER-6:	1697039114769,	1697039114845,	1697039114907,	undefined,	undefined,	76,	88,	50,	62,	1697039114919,	12,	150,	100
WORKER-4:	1697039112871,	1697039112977,	1697039113030,	undefined,	undefined,	106,	109,	50,	53,	1697039113041,	11,	170,	120
WORKER-1:	1697039112044,	1697039112105,	1697039112158,	undefined,	undefined,	61,	63,	51,	53,	1697039112172,	14,	128,	77
WORKER-2:	1697039111170,	1697039111330,	1697039111383,	undefined,	undefined,	160,	163,	50,	53,	1697039111415,	32,	245,	195
WORKER-7:	1697039113232,	1697039113326,	1697039113380,	undefined,	undefined,	94,	97,	51,	54,	1697039113392,	12,	160,	109
MASTER-0:	1697039112510,	1697039112618,	1697039112672,	undefined,	undefined,	108,	112,	50,	54,	1697039112684,	12,	174,	124
WORKER-3:	1697039114092,	1697039114201,	1697039114254,	undefined,	undefined,	109,	111,	51,	53,	1697039114264,	10,	172,	121
WORKER-6:	1697039114919,	1697039115026,	1697039115079,	undefined,	undefined,	107,	109,	51,	53,	1697039115089,	10,	170,	119
WORKER-4:	1697039113041,	1697039113109,	1697039113162,	undefined,	undefined,	68,	71,	50,	53,	1697039113173,	11,	132,	82
WORKER-7:	1697039113392,	1697039113501,	1697039113554,	undefined,	undefined,	109,	111,	51,	53,	1697039113564,	10,	172,	121
MASTER-0:	1697039112684,	1697039112802,	1697039112855,	undefined,	undefined,	118,	121,	50,	53,	1697039112867,	12,	183,	133
WORKER-1:	1697039112172,	1697039112271,	1697039112323,	undefined,	undefined,	99,	102,	49,	52,	1697039112336,	13,	164,	115
